  63-  67 1.9E+00 1.8E+00 1.4E+00 9.9E-01 6.1E-01 3.3E-01 1.6E-01 7.5E-02 1.4E-02 2.4E-03 5.2E-04 1.7E-04 8.3E-05   2.5E+00
  67-  71 2.4E+00 2.2E+00 1.7E+00 1.2E+00 6.7E-01 3.4E-01 1.6E-01 6.6E-02 1.0E-02 4.4E-03 2.2E-02 9.4E-02 2.2E-01   3.0E+00
  71-  75 2.8E+00 2.6E+00 2.0E+00 1.2E+00 6.7E-01 3.1E-01 1.3E-01 4.6E-02 5.6E-03 3.2E-03 1.1E-02 2.5E-02 3.9E-02   3.0E+00
  75-  77 3.3E-01 2.9E-01 2.0E-01 9.9E-02 3.8E-02 1.1E-02 1.9E-03 1.4E-04 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   2.3E-01
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                          deuteron production cross section (mb) =1.000E+02
                                                                          deuteron multiplicity (dimensionless)  =5.171E-02
                                                                          deuteron average energy (MeV)          =5.048E+01
                                                                          deuteron kerma coefficient (fGym^2)    =0.000E+00
  
                        80-MeV  protons incident on 208Pb
                        Emission spectrum of    *alphas*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   0.0E+00
   3-   5 1.3E-07 1.3E-07 1.6E-07 2.0E-07 2.7E-07 3.7E-07 4.9E-07 6.5E-07 1.1E-06 1.6E-06 2.1E-06 2.5E-06 2.8E-06   1.5E-05
   5-   7 1.3E-05 1.3E-05 1.3E-05 1.4E-05 1.4E-05 1.4E-05 1.5E-05 1.5E-05 1.6E-05 1.7E-05 1.7E-05 1.8E-05 2.0E-05   2.0E-04
   7-   9 2.0E-04 2.0E-04 2.0E-04 2.1E-04 2.3E-04 2.4E-04 2.6E-04 2.9E-04 3.4E-04 3.9E-04 4.4E-04 4.9E-04 5.3E-04   4.3E-03
   9-  11 1.6E-03 1.6E-03 1.6E-03 1.7E-03 1.7E-03 1.8E-03 1.9E-03 2.0E-03 2.3E-03 2.6E-03 2.8E-03 3.1E-03 3.2E-03   2.9E-02
  11-  13 4.8E-03 4.8E-03 4.9E-03 4.9E-03 4.9E-03 5.0E-03 5.1E-03 5.2E-03 5.5E-03 5.8E-03 6.3E-03 6.7E-03 7.0E-03   7.0E-02
  13-  15 1.0E-02 1.0E-02 1.0E-02 1.0E-02 1.1E-02 1.1E-02 1.1E-02 1.2E-02 1.3E-02 1.4E-02 1.6E-02 1.7E-02 1.8E-02   1.7E-01
  15-  19 4.3E-02 4.3E-02 4.3E-02 4.4E-02 4.4E-02 4.4E-02 4.5E-02 4.5E-02 4.8E-02 5.3E-02 6.0E-02 6.5E-02 7.0E-02   6.4E-01
  19-  23 9.8E-02 9.7E-02 9.5E-02 9.1E-02 8.7E-02 8.2E-02 7.7E-02 7.3E-02 6.6E-02 6.3E-02 6.3E-02 6.4E-02 6.5E-02   9.0E-01
  23-  27 4.1E-02 4.0E-02 3.8E-02 3.6E-02 3.3E-02 2.9E-02 2.6E-02 2.3E-02 1.8E-02 1.5E-02 1.3E-02 1.2E-02 1.2E-02   2.6E-01
  27-  31 3.2E-02 3.2E-02 3.0E-02 2.8E-02 2.5E-02 2.2E-02 1.9E-02 1.6E-02 1.1E-02 7.9E-03 5.8E-03 4.7E-03 4.1E-03   1.7E-01
  31-  35 4.4E-02 4.3E-02 4.1E-02 3.7E-02 3.3E-02 2.8E-02 2.3E-02 1.9E-02 1.2E-02 7.9E-03 5.3E-03 3.9E-03 3.3E-03   2.0E-01
  35-  39 5.8E-02 5.6E-02 5.3E-02 4.7E-02 4.1E-02 3.4E-02 2.8E-02 2.2E-02 1.3E-02 7.6E-03 4.7E-03 3.3E-03 2.7E-03   2.3E-01
  39-  43 7.2E-02 7.0E-02 6.5E-02 5.7E-02 4.8E-02 3.9E-02 3.0E-02 2.3E-02 1.2E-02 6.7E-03 3.8E-03 2.5E-03 2.0E-03   2.5E-01
  43-  47 8.6E-02 8.3E-02 7.6E-02 6.6E-02 5.4E-02 4.2E-02 3.1E-02 2.3E-02 1.1E-02 5.4E-03 2.8E-03 1.8E-03 1.3E-03   2.6E-01
  47-  51 9.9E-02 9.6E-02 8.6E-02 7.3E-02 5.8E-02 4.3E-02 3.1E-02 2.1E-02 9.4E-03 4.1E-03 1.9E-03 1.1E-03 7.9E-04   2.6E-01
  51-  55 1.1E-01 1.1E-01 9.4E-02 7.8E-02 6.0E-02 4.3E-02 2.9E-02 1.9E-02 7.4E-03 2.8E-03 1.2E-03 6.3E-04 4.2E-04   2.6E-01
  55-  59 1.2E-01 1.1E-01 1.0E-01 8.0E-02 5.9E-02 4.0E-02 2.6E-02 1.6E-02 5.4E-03 1.8E-03 6.6E-04 3.1E-04 2.0E-04   2.5E-01
  59-  63 1.2E-01 1.2E-01 1.0E-01 7.8E-02 5.5E-02 3.6E-02 2.2E-02 1.2E-02 3.5E-03 1.0E-03 3.2E-04 1.4E-04 8.1E-05   2.2E-01
  63-  67 1.2E-01 1.2E-01 9.7E-02 7.3E-02 4.9E-02 3.0E-02 1.7E-02 8.7E-03 2.1E-03 4.9E-04 1.3E-04 5.0E-05 2.8E-05   1.9E-01
  67-  71 1.2E-01 1.1E-01 8.8E-02 6.3E-02 4.0E-02 2.3E-02 1.2E-02 5.6E-03 1.1E-03 2.1E-04 4.7E-05 1.5E-05 7.6E-06   1.6E-01
  71-  75 1.0E-01 9.2E-02 7.3E-02 5.0E-02 2.9E-02 1.5E-02 7.2E-03 3.1E-03 4.8E-04 7.2E-05 1.3E-05 3.6E-06 1.6E-06   1.2E-01
  75-  79 7.7E-02 7.0E-02 5.4E-02 3.5E-02 1.9E-02 9.1E-03 3.8E-03 1.5E-03 1.7E-04 1.9E-05 2.7E-06 6.2E-07 2.5E-07   8.1E-02
  79-  83 4.8E-02 4.3E-02 3.2E-02 1.9E-02 9.6E-03 4.1E-03 1.5E-03 4.9E-04 4.2E-05 8.8E-06 6.6E-05 3.7E-04 1.0E-03   4.5E-02
  83-  87 1.5E-02 1.3E-02 9.0E-03 4.9E-03 2.2E-03 7.9E-04 2.4E-04 6.2E-05 3.7E-06 3.9E-06 1.5E-05 2.5E-05 2.2E-05   1.1E-02
  87-  91 6.8E-05 5.5E-05 2.9E-05 9.7E-06 2.1E-06 4.9E-07 8.4E-08 8.3E-09 2.8E-15 1.9E-17 0.0E+00 0.0E+00 0.0E+00   3.0E-05
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                             alpha production cross section (mb) =1.860E+01
                                                                             alpha multiplicity (dimensionless)  =9.617E-03
                                                                             alpha average energy (MeV)          =3.817E+01
                                                                             alpha kerma coefficient (fGym^2)    =0.000E+00
  
***************************** A<5 PRODUCTION CROSS SECTION SUMMARY ********************************************************
 neutron prod. cross sec. (mb)=7.870E+03 ;multiplicity=4.069E+00 ;av. energy (MeV)=5.192E+00 ;kerma co. (fGym^2) =0.000E+00
  proton prod. cross sec. (mb)=1.162E+03 ;multiplicity=6.008E-01 ;av. energy (MeV)=4.046E+01 ;kerma co. (fGym^2) =0.000E+00
deuteron prod. cross sec. (mb)=1.000E+02 ;multiplicity=5.171E-02 ;av. energy (MeV)=5.048E+01 ;kerma co. (fGym^2) =0.000E+00
  triton prod. cross sec. (mb)=1.051E+01 ;multiplicity=5.434E-03 ;av. energy (MeV)=3.727E+01 ;kerma co. (fGym^2) =0.000E+00
   alpha prod. cross sec. (mb)=1.860E+01 ;multiplicity=9.617E-03 ;av. energy (MeV)=3.817E+01 ;kerma co. (fGym^2) =0.000E+00
   gamma prod. cross sec. (mb)=7.763E+03 ;multiplicity=4.014E+00 ;av. energy (MeV)=1.254E+00 ;kerma co. (fGym^2) =0.000E+00
******************************** ENERGY DEPOSITION SUMMARY ****************************************************************
Average fraction of incident energy transferred to secondary ejectiles per nonelastic reaction:
neut.=2.64E-01; prot.=3.04E-01; deut.=3.26E-02; trit.=2.53E-03; alph.=4.59E-03; gamm.=6.29E-02; A>5 recoils=3.99E-03
***************************************************************************************************************************

+++++++++++++++++++++++++++++++++++++++  85-MeV  protons incident on 208Pb ++++++++++++++++++++++++++++++++++++++++++++++++

Cross section summary information for  85-MeV reactions on 208Pb:
Nonelastic cross section = 1.911E+03 mb
  
                        85-MeV  protons incident on 208Pb
                        Emission spectrum of  *neutrons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 1.5E+02 1.5E+02 1.5E+02 1.5E+02 1.5E+02 1.4E+02 1.4E+02 1.4E+02 1.4E+02 1.3E+02 1.3E+02 1.3E+02 1.3E+02   1.7E+03
   3-   5 6.8E+01 6.8E+01 6.7E+01 6.6E+01 6.4E+01 6.2E+01 6.0E+01 5.8E+01 5.4E+01 5.2E+01 5.1E+01 5.0E+01 5.0E+01   7.0E+02
   5-   7 2.1E+01 2.1E+01 2.1E+01 2.0E+01 1.9E+01 1.8E+01 1.8E+01 1.7E+01 1.5E+01 1.4E+01 1.4E+01 1.3E+01 1.3E+01   2.0E+02
   7-   9 8.9E+00 8.8E+00 8.6E+00 8.3E+00 7.9E+00 7.4E+00 6.9E+00 6.4E+00 5.5E+00 4.9E+00 4.5E+00 4.3E+00 4.2E+00   7.3E+01
   9-  11 5.7E+00 5.7E+00 5.5E+00 5.2E+00 4.9E+00 4.5E+00 4.1E+00 3.7E+00 3.0E+00 2.5E+00 2.1E+00 1.9E+00 1.8E+00   4.1E+01
  11-  13 4.8E+00 4.7E+00 4.6E+00 4.3E+00 4.0E+00 3.6E+00 3.3E+00 2.9E+00 2.2E+00 1.7E+00 1.4E+00 1.2E+00 1.1E+00   3.1E+01
  13-  15 4.4E+00 4.4E+00 4.2E+00 3.9E+00 3.6E+00 3.3E+00 2.9E+00 2.5E+00 1.9E+00 1.4E+00 1.1E+00 9.0E-01 8.1E-01   2.7E+01
  15-  19 4.2E+00 4.1E+00 3.9E+00 3.7E+00 3.3E+00 2.9E+00 2.5E+00 2.2E+00 1.6E+00 1.1E+00 8.2E-01 6.6E-01 5.7E-01   2.3E+01
  19-  23 3.9E+00 3.8E+00 3.7E+00 3.3E+00 3.0E+00 2.6E+00 2.2E+00 1.8E+00 1.2E+00 8.1E-01 5.7E-01 4.4E-01 3.7E-01   1.9E+01
  23-  27 3.7E+00 3.7E+00 3.4E+00 3.1E+00 2.7E+00 2.3E+00 1.9E+00 1.5E+00 9.6E-01 6.0E-01 4.0E-01 2.9E-01 2.4E-01   1.6E+01
  27-  31 3.6E+00 3.5E+00 3.3E+00 2.9E+00 2.5E+00 2.1E+00 1.7E+00 1.3E+00 7.6E-01 4.5E-01 2.8E-01 2.0E-01 1.6E-01   1.4E+01
  31-  35 3.5E+00 3.4E+00 3.2E+00 2.8E+00 2.3E+00 1.9E+00 1.5E+00 1.1E+00 6.1E-01 3.3E-01 2.0E-01 1.3E-01 1.0E-01   1.2E+01
  35-  39 3.5E+00 3.4E+00 3.1E+00 2.7E+00 2.2E+00 1.7E+00 1.3E+00 9.6E-01 4.9E-01 2.5E-01 1.4E-01 8.7E-02 6.7E-02   1.1E+01
  39-  43 3.5E+00 3.4E+00 3.0E+00 2.6E+00 2.1E+00 1.6E+00 1.2E+00 8.2E-01 3.9E-01 1.8E-01 9.3E-02 5.7E-02 4.2E-02   9.8E+00
  43-  47 3.5E+00 3.4E+00 3.0E+00 2.5E+00 2.0E+00 1.5E+00 1.0E+00 7.1E-01 3.1E-01 1.3E-01 6.3E-02 3.6E-02 2.6E-02   9.0E+00
  47-  51 3.6E+00 3.4E+00 3.1E+00 2.5E+00 1.9E+00 1.4E+00 9.4E-01 6.1E-01 2.4E-01 9.6E-02 4.2E-02 2.3E-02 1.6E-02   8.4E+00
  51-  55 3.7E+00 3.6E+00 3.1E+00 2.5E+00 1.9E+00 1.3E+00 8.6E-01 5.4E-01 1.9E-01 6.9E-02 2.8E-02 1.4E-02 9.5E-03   8.0E+00
  55-  59 3.9E+00 3.8E+00 3.2E+00 2.6E+00 1.8E+00 1.2E+00 7.8E-01 4.6E-01 1.5E-01 4.9E-02 1.8E-02 8.6E-03 5.5E-03   7.6E+00
  59-  63 4.2E+00 3.9E+00 3.4E+00 2.6E+00 1.8E+00 1.2E+00 7.0E-01 4.0E-01 1.2E-01 3.4E-02 1.1E-02 5.0E-03 3.0E-03   7.3E+00
  63-  67 4.2E+00 4.0E+00 3.3E+00 2.5E+00 1.7E+00 1.0E+00 6.0E-01 3.2E-01 8.3E-02 2.1E-02 6.4E-03 2.6E-03 1.5E-03   6.8E+00
  67-  71 4.0E+00 3.7E+00 3.1E+00 2.2E+00 1.5E+00 8.6E-01 4.7E-01 2.3E-01 5.3E-02 1.2E-02 3.2E-03 1.2E-03 6.5E-04   5.9E+00
  71-  75 3.2E+00 3.0E+00 2.4E+00 1.7E+00 1.1E+00 6.0E-01 3.1E-01 1.4E-01 2.8E-02 5.5E-03 1.3E-03 4.3E-04 2.2E-04   4.3E+00
  75-  79 2.0E+00 1.8E+00 1.4E+00 9.8E-01 5.8E-01 3.0E-01 1.4E-01 6.3E-02 1.0E-02 1.7E-03 4.2E-04 4.2E-04 7.1E-04   2.4E+00
  79-  83 3.7E-01 3.4E-01 2.6E-01 1.6E-01 9.0E-02 4.3E-02 1.8E-02 6.8E-03 8.1E-04 9.7E-05 2.3E-05 1.9E-05 1.9E-05   3.9E-01
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                           neutron production cross section (mb) =8.008E+03
                                                                           neutron multiplicity (dimensionless)  =4.190E+00
                                                                           neutron average energy (MeV)          =5.418E+00
  
                        85-MeV  protons incident on 208Pb
                        Emission spectrum of   *protons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 1.9E-04 1.9E-04 2.0E-04 2.0E-04 2.1E-04 2.2E-04 2.4E-04 2.5E-04 3.0E-04 3.5E-04 4.0E-04 4.5E-04 4.8E-04   3.9E-03
   3-   5 2.6E-02 2.6E-02 2.6E-02 2.6E-02 2.6E-02 2.6E-02 2.7E-02 2.7E-02 2.8E-02 3.0E-02 3.2E-02 3.4E-02 3.6E-02   3.7E-01
   5-   7 8.4E-02 8.3E-02 8.3E-02 8.1E-02 8.0E-02 7.9E-02 7.7E-02 7.6E-02 7.5E-02 7.6E-02 7.8E-02 8.1E-02 8.3E-02   9.8E-01
   7-   9 2.5E-01 2.5E-01 2.5E-01 2.4E-01 2.4E-01 2.3E-01 2.2E-01 2.1E-01 2.0E-01 1.9E-01 1.8E-01 1.8E-01 1.8E-01   2.6E+00
   9-  11 8.6E-01 8.6E-01 8.4E-01 8.1E-01 7.7E-01 7.2E-01 6.8E-01 6.3E-01 5.4E-01 4.6E-01 4.1E-01 3.8E-01 3.6E-01   7.1E+00
  11-  13 2.1E+00 2.1E+00 2.0E+00 2.0E+00 1.8E+00 1.7E+00 1.5E+00 1.4E+00 1.1E+00 8.9E-01 7.4E-01 6.5E-01 6.0E-01   1.5E+01
  13-  15 3.4E+00 3.4E+00 3.3E+00 3.1E+00 2.9E+00 2.6E+00 2.3E+00 2.0E+00 1.5E+00 1.2E+00 9.2E-01 7.7E-01 6.9E-01   2.2E+01
  15-  19 4.1E+00 4.0E+00 3.8E+00 3.6E+00 3.3E+00 2.9E+00 2.5E+00 2.2E+00 1.6E+00 1.1E+00 8.4E-01 6.7E-01 5.9E-01   2.3E+01
  19-  23 4.5E+00 4.4E+00 4.2E+00 3.8E+00 3.4E+00 3.0E+00 2.5E+00 2.1E+00 1.4E+00 9.6E-01 6.7E-01 5.2E-01 4.5E-01   2.2E+01
  23-  27 4.7E+00 4.7E+00 4.4E+00 4.0E+00 3.5E+00 2.9E+00 2.4E+00 2.0E+00 1.2E+00 7.8E-01 5.2E-01 3.8E-01 3.2E-01   2.1E+01
  27-  31 5.0E+00 4.9E+00 4.6E+00 4.1E+00 3.5E+00 2.9E+00 2.3E+00 1.8E+00 1.1E+00 6.3E-01 3.9E-01 2.8E-01 2.2E-01   1.9E+01
  31-  35 5.3E+00 5.1E+00 4.7E+00 4.2E+00 3.5E+00 2.8E+00 2.2E+00 1.7E+00 9.1E-01 5.0E-01 2.9E-01 2.0E-01 1.5E-01   1.8E+01
  35-  39 5.5E+00 5.4E+00 4.9E+00 4.3E+00 3.5E+00 2.7E+00 2.1E+00 1.5E+00 7.6E-01 3.8E-01 2.1E-01 1.3E-01 1.0E-01   1.7E+01
  39-  43 5.9E+00 5.7E+00 5.2E+00 4.4E+00 3.5E+00 2.7E+00 1.9E+00 1.4E+00 6.3E-01 2.9E-01 1.5E-01 9.0E-02 6.6E-02   1.6E+01
  43-  47 6.3E+00 6.1E+00 5.4E+00 4.5E+00 3.5E+00 2.6E+00 1.8E+00 1.2E+00 5.2E-01 2.2E-01 1.0E-01 5.8E-02 4.1E-02   1.6E+01
  47-  51 6.8E+00 6.5E+00 5.8E+00 4.7E+00 3.6E+00 2.5E+00 1.7E+00 1.1E+00 4.2E-01 1.6E-01 6.8E-02 3.6E-02 2.5E-02   1.5E+01
  51-  55 7.4E+00 7.0E+00 6.1E+00 4.9E+00 3.6E+00 2.5E+00 1.6E+00 9.6E-01 3.3E-01 1.1E-01 4.4E-02 2.2E-02 1.4E-02   1.5E+01
  55-  59 8.1E+00 7.7E+00 6.6E+00 5.1E+00 3.6E+00 2.4E+00 1.5E+00 8.4E-01 2.6E-01 7.8E-02 2.7E-02 1.2E-02 7.7E-03   1.5E+01
  59-  63 8.9E+00 8.4E+00 7.1E+00 5.4E+00 3.7E+00 2.3E+00 1.3E+00 7.3E-01 2.0E-01 5.2E-02 1.6E-02 6.7E-03 3.9E-03   1.5E+01
  63-  67 9.7E+00 9.1E+00 7.5E+00 5.5E+00 3.6E+00 2.2E+00 1.2E+00 6.0E-01 1.4E-01 3.2E-02 8.7E-03 3.3E-03 1.8E-03   1.5E+01
  67-  71 1.0E+01 9.4E+00 7.6E+00 5.4E+00 3.4E+00 1.9E+00 9.7E-01 4.6E-01 9.1E-02 1.8E-02 4.2E-03 1.4E-03 7.4E-04   1.4E+01
  71-  75 9.6E+00 8.8E+00 7.0E+00 4.8E+00 2.8E+00 1.5E+00 7.1E-01 3.1E-01 5.1E-02 8.4E-03 1.7E-03 5.1E-04 2.5E-04   1.2E+01
  75-  79 9.6E+00 8.9E+00 6.9E+00 4.5E+00 2.6E+00 1.3E+00 5.7E-01 2.3E-01 3.3E-02 5.9E-03 9.3E-03 3.4E-02 7.6E-02   1.1E+01
  79-  83 1.2E+01 1.1E+01 8.4E+00 5.2E+00 2.8E+00 1.2E+00 4.9E-01 1.8E-01 1.9E-02 2.2E-03 1.1E-03 1.7E-03 2.1E-03   1.2E+01
  83-  85 1.4E+00 1.2E+00 8.3E-01 4.5E-01 1.9E-01 6.3E-02 1.6E-02 3.3E-03 2.5E-05 0.0E+00 0.0E+00 0.0E+00 0.0E+00   1.0E+00
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                            proton production cross section (mb) =1.200E+03
                                                                            proton multiplicity (dimensionless)  =6.279E-01
                                                                            proton average energy (MeV)          =4.245E+01
                                                                            proton kerma coefficient (fGym^2)    =0.000E+00
  
                        85-MeV  protons incident on 208Pb
                        Emission spectrum of *deuterons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 1.2E-09 1.2E-09 1.3E-09 1.4E-09 1.6E-09 1.7E-09 1.9E-09 2.2E-09 2.8E-09 3.6E-09 4.5E-09 5.2E-09 5.8E-09   3.8E-08
   3-   5 2.8E-05 2.8E-05 2.8E-05 2.8E-05 2.8E-05 2.8E-05 2.8E-05 2.8E-05 2.9E-05 3.1E-05 3.4E-05 3.6E-05 3.8E-05   3.8E-04
   5-   7 5.7E-04 5.7E-04 5.7E-04 5.7E-04 5.7E-04 5.7E-04 5.7E-04 5.7E-04 5.8E-04 6.0E-04 6.4E-04 6.8E-04 7.1E-04   7.5E-03
   7-   9 1.0E-02 1.0E-02 9.9E-03 9.7E-03 9.3E-03 9.0E-03 8.6E-03 8.1E-03 7.4E-03 6.8E-03 6.4E-03 6.3E-03 6.3E-03   9.6E-02
   9-  11 5.1E-02 5.0E-02 4.9E-02 4.7E-02 4.4E-02 4.1E-02 3.7E-02 3.4E-02 2.7E-02 2.2E-02 1.9E-02 1.7E-02 1.6E-02   3.7E-01
  11-  13 1.1E-01 1.1E-01 1.0E-01 9.8E-02 9.0E-02 8.1E-02 7.2E-02 6.3E-02 4.8E-02 3.6E-02 2.8E-02 2.4E-02 2.2E-02   6.7E-01
  13-  15 1.5E-01 1.5E-01 1.4E-01 1.3E-01 1.2E-01 1.1E-01 9.3E-02 8.0E-02 5.7E-02 4.1E-02 3.0E-02 2.5E-02 2.2E-02   8.4E-01
  15-  19 1.8E-01 1.8E-01 1.7E-01 1.6E-01 1.4E-01 1.2E-01 1.0E-01 8.7E-02 5.8E-02 3.9E-02 2.8E-02 2.2E-02 1.8E-02   9.1E-01
  19-  23 2.1E-01 2.0E-01 1.9E-01 1.7E-01 1.5E-01 1.3E-01 1.1E-01 8.6E-02 5.4E-02 3.4E-02 2.3E-02 1.7E-02 1.4E-02   9.1E-01
  23-  27 2.3E-01 2.3E-01 2.1E-01 1.9E-01 1.6E-01 1.3E-01 1.1E-01 8.4E-02 5.0E-02 2.9E-02 1.8E-02 1.3E-02 1.0E-02   9.0E-01
  27-  31 2.6E-01 2.6E-01 2.4E-01 2.1E-01 1.8E-01 1.4E-01 1.1E-01 8.4E-02 4.6E-02 2.5E-02 1.5E-02 9.8E-03 7.7E-03   9.2E-01
  31-  35 3.1E-01 3.0E-01 2.7E-01 2.4E-01 1.9E-01 1.5E-01 1.2E-01 8.4E-02 4.3E-02 2.1E-02 1.2E-02 7.4E-03 5.6E-03   9.6E-01
  35-  39 3.6E-01 3.5E-01 3.2E-01 2.7E-01 2.2E-01 1.7E-01 1.2E-01 8.5E-02 3.9E-02 1.8E-02 9.2E-03 5.5E-03 4.0E-03   1.0E+00
  39-  43 4.3E-01 4.2E-01 3.7E-01 3.1E-01 2.4E-01 1.8E-01 1.3E-01 8.5E-02 3.6E-02 1.5E-02 7.0E-03 3.9E-03 2.8E-03   1.1E+00
  43-  47 5.2E-01 5.0E-01 4.4E-01 3.6E-01 2.7E-01 1.9E-01 1.3E-01 8.4E-02 3.2E-02 1.2E-02 5.2E-03 2.7E-03 1.8E-03   1.2E+00
  47-  51 6.2E-01 6.0E-01 5.2E-01 4.1E-01 3.0E-01 2.1E-01 1.3E-01 8.2E-02 2.8E-02 9.5E-03 3.6E-03 1.8E-03 1.2E-03   1.3E+00
  51-  55 7.5E-01 7.2E-01 6.1E-01 4.8E-01 3.4E-01 2.2E-01 1.4E-01 7.9E-02 2.4E-02 7.2E-03 2.5E-03 1.1E-03 6.9E-04   1.4E+00
  55-  59 9.2E-01 8.7E-01 7.3E-01 5.5E-01 3.8E-01 2.4E-01 1.4E-01 7.5E-02 2.0E-02 5.2E-03 1.6E-03 6.6E-04 3.9E-04   1.5E+00
  59-  63 1.1E+00 1.1E+00 8.9E-01 6.5E-01 4.3E-01 2.6E-01 1.4E-01 7.1E-02 1.6E-02 3.7E-03 1.0E-03 3.7E-04 2.1E-04   1.7E+00
  63-  67 1.5E+00 1.4E+00 1.1E+00 7.9E-01 4.9E-01 2.8E-01 1.4E-01 6.7E-02 1.3E-02 2.6E-03 6.0E-04 2.0E-04 1.0E-04   2.0E+00
  67-  71 1.9E+00 1.7E+00 1.4E+00 9.4E-01 5.6E-01 3.0E-01 1.4E-01 6.2E-02 1.0E-02 1.6E-03 3.3E-04 9.7E-05 4.7E-05   2.3E+00
  71-  75 2.3E+00 2.1E+00 1.6E+00 1.1E+00 6.1E-01 3.0E-01 1.3E-01 5.3E-02 7.2E-03 1.4E-03 6.8E-03 4.1E-02 1.1E-01   2.7E+00
  75-  79 2.9E+00 2.6E+00 2.0E+00 1.2E+00 6.6E-01 3.0E-01 1.2E-01 4.3E-02 5.1E-03 4.6E-03 2.3E-02 7.7E-02 1.6E-01   3.1E+00
  79-  81 1.4E+00 1.2E+00 8.4E-01 4.7E-01 2.2E-01 8.0E-02 2.5E-02 6.6E-03 3.0E-04 7.0E-06 6.9E-10 0.0E+00 0.0E+00   1.1E+00
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                          deuteron production cross section (mb) =1.013E+02
                                                                          deuteron multiplicity (dimensionless)  =5.301E-02
                                                                          deuteron average energy (MeV)          =5.334E+01
                                                                          deuteron kerma coefficient (fGym^2)    =0.000E+00
  
                        85-MeV  protons incident on 208Pb
                        Emission spectrum of    *alphas*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   0.0E+00
   3-   5 5.3E-07 5.6E-07 6.7E-07 8.7E-07 1.2E-06 1.6E-06 2.2E-06 3.0E-06 5.0E-06 7.4E-06 9.9E-06 1.2E-05 1.3E-05   7.1E-05
   5-   7 5.9E-05 6.0E-05 6.0E-05 6.1E-05 6.2E-05 6.3E-05 6.5E-05 6.6E-05 6.7E-05 6.8E-05 6.7E-05 6.7E-05 6.9E-05   8.3E-04
   7-   9 2.3E-04 2.3E-04 2.4E-04 2.5E-04 2.6E-04 2.8E-04 3.0E-04 3.2E-04 3.7E-04 4.2E-04 4.7E-04 5.3E-04 5.7E-04   4.7E-03
   9-  11 1.7E-03 1.7E-03 1.8E-03 1.8E-03 1.9E-03 2.0E-03 2.1E-03 2.3E-03 2.6E-03 2.9E-03 3.2E-03 3.5E-03 3.7E-03   3.3E-02
  11-  13 5.6E-03 5.6E-03 5.6E-03 5.7E-03 5.7E-03 5.8E-03 5.9E-03 6.1E-03 6.4E-03 6.9E-03 7.4E-03 8.0E-03 8.3E-03   8.3E-02
