
+++++++++++++++++++++++ 1H(n,p)n at En = 10.0 MeV +++++++++++++++++++++++
-------------------------------------------------------------------------
 ANGLE-p    ENERGY-p   DIFF. X/S-p      ANGLE-n    ENERGY-n   DIFF. X/S-n
 (deg)       (MeV)       (mb/sr)        (deg)       (MeV)       (mb/sr)
---------   ---------   ---------      ---------   ---------   ---------
4.426E+01   5.000E+01   1.105E+01      4.422E+01   5.000E+01   1.107E+01
3.927E+01   5.868E+01   1.311E+01      4.922E+01   4.132E+01   1.087E+01
3.430E+01   6.710E+01   1.606E+01      5.424E+01   3.290E+01   1.098E+01
2.936E+01   7.500E+01   1.987E+01      5.929E+01   2.500E+01   1.107E+01
2.443E+01   8.214E+01   2.425E+01      6.434E+01   1.786E+01   1.081E+01
1.953E+01   8.830E+01   2.918E+01      6.941E+01   1.170E+01   1.007E+01
1.463E+01   9.330E+01   3.525E+01      7.448E+01   6.699E+00   8.922E+00
9.749E+00   9.699E+01   4.365E+01      7.952E+01   3.015E+00   7.318E+00
4.872E+00   9.924E+01   5.399E+01      8.443E+01   7.596E-01   4.792E+00
0.000E+00   1.000E+02   5.933E+01      9.000E+01   0.000E+00   0.000E+00
-------------------------------------------------------------------------
elastic cross section (mb)  = 7.452E+01
proton average energy (MeV) = 5.128E+01
proton kerma (f Gy m^2)     = 3.660E+01


